receipt_id,store_id,product_id,sale_date,qty,unit_price,discount_pct
R2539501,2,1046,2025-08-20,1,292.0,0.0
R2518147,5,1094,2025-04-17,1,52.0,0.0
R2517036,2,1094,14/02/2025,4,52.0,0.0
R2524438,4,1017,2025-07-23,4,111.0,0.0
R2527927,4,1073,2025-10-13,4,22.0,0.0
R2524442,3,1032,2025-11-11,1,66.0,0.0
R2527911,3,1062,2025-01-19,1,346.0,0.0
R2524149,3,1094,2025-06-29,4,52.0,
R2529200,4,1037,2025-02-14,2,150.0,0.0
R2504269,2,1067,2025-10-24,6,44.0,0.0
R2539595,4,1033,2025-02-20,1,321.0,0.0
R2521578,3,1073,2025-08-30,4,22.0,0.0
R2536740,1,1037,2025-01-30,1,150.0,0.0
R2529399,1,1041,2025-11-09,1,274.0,0.0
R2536204,2,1076,2025-12-25,1,₹67,0.0
R2507556,2,1084,2025-11-01,4,112.0,0.0
R2514126,3,1017,2025-09-02,1,111.0,0.0
R2538322,2,1044,2025-04-17,1,130.0,0.0
R2507632,2,1077,2025-01-16,4,32.0,0.0
R2539068,4,1031,22/06/2025,4,33.0,0.0
R2517712,2,1045,2025-12-31,3,₹187,0.0
R2519272,4,1058,2025-07-06,1,114.0,0.0
R2518518,1,1014,16/05/2025,1,49.0,0.0
R2519132,2,1032,2025-01-31,2,66.0,0.0
R2520304,3,1094,2025-02-02,1,52.0,0.0
R2506033,3,1027,2025-09-20,3,₹61,0.0
R2519777,3,1094,2025-11-23,1,52.0,0.0
R2537822,1,1030,2025-08-08,1,72.0,0.0
R2533454,2,1092,2025-02-05,4,72.0,0.0
R2515693,2,1044,2025-09-04,1,130.0,0.0
R2535439,2,1094,2025-03-31,3,52.0,0.0
R2535887,1,1058,30/12/2025,2,114.0,0.0
R2531142,5,1020,2025-11-20,3,64.0,0.0
R2535343,2,1040,2025-08-13,4,190.0,0.0
R2535619,4,1116,2025-02-23,1,313.0,0.0
R2536323,3,1077,2025-10-25,1,32.0,0.0
R2508994,5,1017,2025-03-17,1,111.0,0.0
R2500541,3,1023,2025-12-10,1,46.0,0.0
R2511954,2,1048,2025-08-08,6,283.0,0.0
R2515100,2,1017,09/09/2025,6,111.0,0.0
R2524430,4,1094,2025-02-27,1,₹52,0.0
R2535982,1,1048,2025-01-15,1,283.0,0.0
R2539598,1,1017,2025-09-09,4,111.0,0.0
R2503017,3,1094,2025-09-12,2,52.0,0.0
R2509464,4,1094,2025-07-19,2,52.0,0.0
R2513865,2,1073,2025-04-05,1,22.0,0.0
R2528676,3,1044,2025-10-19,4,130.0,0.0
R2531203,5,1046,09/05/2025,6,292.0,0.0
R2517303,4,1077,2025-05-16,2,32.0,0.0
R2503521,4,1073,2025-06-05,1,22.0,0.0
R2530732,2,1077,06/04/2025,1,32.0,0.0
R2535376,1,1084,2025-05-06,4,112.0,0.0
R2526303,1,1046,15/06/2025,3,292.0,0.0
R2525500,2,1073,2025-11-15,1,22.0,0.0
R2603001,4,1073,2025-09-16,3,22.0,25.0
R2514333,4,1087,2025-04-08,6,99.0,0.0
R2503275,3,1030,02/09/2025,4,72.0,0.0
R2533572,2,1032,2025-09-20,1,66.0,0.0
R2527877,5,1067,2025-01-01,6,44.0,0.0
R2519205,4,1036,04/01/2025,1,175.0,0.0
R2534577,5,1030,2025-06-26,4,72.0,0.0
R2510470,4,1017,2025-10-22,1,111.0,0.0
R2531767,2,1073,2025-02-20,4,22.0,0.0
R2500031,4,1001,2025-08-24,3,36.0,0.0
R2531308,2,1032,2025-08-26,2,66.0,10.0
R2533456,5,1053,2025-03-15,3,248.0,0.0
R2511878,5,1104,08/03/2025,4,209.0,0.0
R2512522,4,1046,2025-06-26,2,292.0,0.0
R2512690,4,1063,2025-04-30,4,76.0,0.0
R2515140,2,1046,08/01/2025,4,292.0,0.0
R2530512,5,1110,2025-06-29,2,385.0,0.0
R2504077,3,1094,02/03/2025,6,52.0,0.0
R2521908,3,1077,2025-02-04,6,32.0,0.0
R2529991,4,1013,2025-11-20,6,119.0,0.0
R2509566,4,1053,2025-10-04,2,248.0,0.0
R2503253,4,1113,2025-11-18,1,107.0,0.0
R2537195,4,1094,2025-04-06,2,52.0,0.0
R2513799,2,1083,2025-08-17,6,61.0,0.0
R2512336,2,1017,2025-02-25,6,111.0,0.0
R2537437,4,1073,11/07/2025,4,22.0,0.0
R2503951,1,1032,2025-01-12,2,₹66,0.0
R2503940,5,1094,2025-05-10,2,52.0,0.0
R2504779,2,1088,2025-12-26,2,40.0,0.0
R2503684,3,1017,2025-02-23,2,₹111,0.0
R2532477,3,1076,2025-05-18,2,67.0,0.0
R2529718,1,1049,2025-12-01,2,348.0,0.0
R2531507,2,1030,2025-10-15,2,72.0,0.0
R2539970,4,1077,2025-03-09,2,32.0,0.0
R2537031,4,1076,2025-01-05,3,67.0,0.0
R2518395,3,1032,2025-11-04,1,66.0,0.0
R2530025,2,1046,2025-04-11,1,292.0,0.0
R2536406,2,1053,2025-04-13,2,248.0,0.0
R2536038,5,1030,2025-12-31,2,72.0,0.0
R2508519,2,1047,2025-07-12,2,159.0,0.0
R2532665,3,1077,16/11/2025,2,32.0,0.0
R2530458,4,1118,2025-05-11,6,231.0,0.0
R2537973,5,1077,2025-11-17,1,32.0,0.0
R2507534,5,1003,04/12/2025,6,82.0,0.0
R2532703,4,1109,06/02/2025,2,352.0,0.0
R2525451,4,1104,2025-04-04,1,209.0,0.0
R2500754,1,1069,24/04/2025,1,22.0,0.0
R2535364,4,1073,2025-07-09,1,22.0,0.0
R2507788,4,1062,2025-07-01,4,346.0,0.0
R2520480,2,1091,2025-07-26,6,117.0,0.0
R2516781,2,1044,2025-05-10,3,130.0,0.0
R2533615,4,1077,2025-07-01,3,32.0,0.0
R2532818,5,1044,2025-07-05,1,130.0,0.0
R2511026,1,1088,2025-12-11,2,40.0,0.0
R2513388,4,1094,2025-10-25,3,52.0,0.0
R2527306,1,1017,2025-01-31,6,111.0,0.0
R2507354,1,1088,30/05/2025,2,40.0,0.0
R2517541,2,1017,2025-04-28,2,111.0,0.0
R2537714,2,1063,2025-04-24,1,₹76,0.0
R2517968,1,1017,2025-02-08,3,111.0,0.0
R2532289,3,1046,2025-02-27,3,292.0,0.0
R2537905,5,1073,2025-05-29,2,22.0,0.0
R2526921,4,1017,2025-08-27,4,111.0,0.0
R2522511,3,1006,2025-04-27,6,36.0,0.0
R2518123,3,1093,2025-03-02,2,42.0,0.0
R2534919,5,1073,2025-09-10,2,22.0,0.0
R2505748,2,1094,27/11/2025,1,52.0,0.0
R2501723,5,1037,2025-08-22,1,150.0,0.0
R2506850,4,1026,2025-03-20,1,83.0,0.0
R2511853,4,1034,2025-04-30,6,202.0,0.0
R2501516,1,1032,2025-06-02,1,66.0,0.0
R2511473,4,1032,2025-11-05,6,66.0,0.0
R2526304,5,1081,2025-03-03,3,48.0,0.0
R2532619,3,1048,2025-02-21,1,283.0,0.0
R2505150,2,1087,2025-08-03,1,99.0,0.0
R2515897,4,1042,09/08/2025,2,93.0,0.0
R2532990,5,1017,2025-08-31,6,111.0,0.0
R2538051,3,1032,2025-05-04,1,66.0,0.0
R2530466,4,1032,2025-03-05,2,66.0,0.0
R2517406,3,1094,2025-07-21,1,52.0,0.0
R2516245,2,1094,2025-09-08,6,52.0,0.0
R2537067,4,1053,2025-02-13,3,248.0,0.0
R2512778,1,1094,2025-02-20,4,52.0,0.0
R2512872,1,1017,2025-02-15,2,111.0,0.0
R2527494,3,1019,2025-05-23,6,47.0,0.0
R2600032,4,1077,2025-04-27,1,32.0,10.0
R2531916,4,1046,2025-04-14,2,292.0,0.0
R2533382,1,1017,2025-10-30,6,111.0,0.0
R2501432,2,1094,19/04/2025,1,52.0,0.0
R2510958,1,1113,2025-01-15,6,₹107,0.0
R2528818,4,1117,2025-03-13,6,129.0,0.0
R2508846,3,1087,2025-02-04,1,99.0,0.0
R2529733,1,1053,2025-11-22,4,248.0,0.0
R2512294,4,1027,2025-03-06,6,61.0,0.0
R2508945,2,1003,2025-05-03,2,₹82,0.0
R2527044,2,1094,04/10/2025,4,52.0,25.0
R2530511,3,1094,2025-09-14,3,52.0,0.0
R2533920,3,1013,2025-02-03,4,119.0,0.0
R2537498,2,1045,2025-01-08,1,187.0,0.0
R2526422,5,1046,17/11/2025,6,292.0,0.0
R2522940,2,1051,2025-01-19,1,130.0,0.0
R2511259,1,1028,2025-10-04,1,68.0,0.0
R2506657,3,1032,2025-11-12,1,66.0,0.0
R2512843,2,1079,2025-10-27,1,26.0,0.0
R2513717,1,1073,07/06/2025,2,22.0,0.0
R2521701,3,1042,2025-02-01,1,₹93,0.0
R2523724,3,1032,14/10/2025,1,66.0,0.0
R2507102,4,1113,2025-01-08,2,107.0,0.0
R2519109,1,1087,2025-07-17,3,99.0,0.0
R2529870,5,1017,2025-10-05,1,111.0,0.0
R2529937,1,1079,2025-02-15,6,26.0,0.0
R2502331,4,1114,2025-07-05,6,89.0,0.0
R2503182,5,1017,2025-01-01,1,₹111,0.0
R2538683,5,1077,2025-11-13,2,32.0,0.0
R2539270,1,1094,2025-01-30,3,52.0,0.0
R2526027,3,1049,2025-08-03,2,348.0,0.0
R2537645,4,1079,2025-05-01,-1,26.0,0.0
R2520063,4,1055,2025-01-04,1,320.0,0.0
R2503280,4,1058,2025-08-30,1,114.0,0.0
R2503631,3,1094,2025-08-10,4,52.0,0.0
R2523413,4,1077,2025-02-26,1,32.0,0.0
R2512711,1,1067,2025-05-05,1,₹44,0.0
R2501226,5,1098,2025-11-11,6,90.0,0.0
R2536356,5,1017,2025-02-01,6,111.0,0.0
R2539133,2,1094,2025-12-16,1,52.0,0.0
R2529579,5,1079,2025-12-07,2,26.0,0.0
R2517820,4,1077,2025-04-11,2,32.0,0.0
R2530970,4,1017,17/05/2025,4,111.0,0.0
R2504729,2,1072,21/02/2025,1,28.0,0.0
R2512394,1,1094,2025-09-06,6,52.0,0.0
R2523778,3,1077,2025-05-08,3,32.0,0.0
R2525954,2,1040,2025-04-11,1,190.0,0.0
R2511368,4,1049,2025-05-05,2,348.0,0.0
R2514147,1,1094,2025-03-31,6,₹52,0.0
R2503871,4,1094,2025-08-11,3,52.0,0.0
R2520578,3,1071,2025-09-15,3,79.0,0.0
R2510528,4,1091,2025-11-13,4,117.0,0.0
R2506297,4,1032,2025-02-05,2,66.0,0.0
R2533993,1,1031,2025-08-03,1,33.0,0.0
R2509109,3,1032,2025-03-10,1,66.0,0.0
R2539594,1,1044,2025-12-04,4,130.0,0.0
R2520289,2,1009,01/08/2025,1,111.0,0.0
R2511496,3,1094,2025-12-24,1,52.0,0.0
R2502995,3,1094,08/08/2025,1,52.0,0.0
R2536996,5,1087,2025-04-14,1,99.0,0.0
R2518075,3,1113,2025-07-07,6,₹107,0.0
R2528101,2,1017,19/11/2025,6,111.0,0.0
R2536286,1,1004,2025-07-28,3,66.0,0.0
R2504479,1,1073,2025-02-02,4,22.0,0.0
R2515346,5,1060,18/02/2025,1,145.0,0.0
R2514045,3,1113,2025-04-19,6,107.0,0.0
R2539470,4,1074,2025-05-08,1,78.0,0.0
R2528080,3,1094,2025-03-17,2,52.0,0.0
R2521886,4,1094,2025-10-16,4,52.0,0.0
R2509686,3,1041,12/01/2025,2,₹274,0.0
R2536370,1,1017,2025-06-25,6,111.0,0.0
R2533725,4,1013,2025-11-06,4,119.0,0.0
R2521970,3,1077,2025-03-04,2,₹32,0.0
R2524423,5,1111,2025-03-03,2,234.0,0.0
R2509220,5,1030,2025-07-16,2,72.0,0.0
R2530129,2,1032,04/07/2025,1,66.0,0.0
R2508820,4,1101,2025-05-24,2,368.0,0.0
R2503932,3,1099,2025-03-31,3,163.0,0.0
R2525590,3,1073,2025-02-23,1,22.0,0.0
R2508509,5,1076,2025-12-02,1,67.0,0.0
R2527460,4,1094,2025-07-03,6,52.0,0.0
R2501512,3,1094,2025-08-17,4,52.0,0.0
R2506217,1,1084,02/11/2025,2,112.0,0.0
R2503671,2,1058,2025-02-26,1,114.0,0.0
R2508778,3,1063,2025-11-13,2,76.0,0.0
R2526313,1,1004,2025-08-09,1,66.0,0.0
R2505367,4,1077,29/06/2025,2,32.0,0.0
R2534547,2,1044,2025-10-26,2,130.0,0.0
R2522130,2,1074,2025-09-23,4,78.0,0.0
R2512024,2,1013,25/05/2025,3,₹119,0.0
R2512328,4,1066,2025-10-02,3,78.0,0.0
R2515648,1,1076,2025-11-28,1,₹67,0.0
R2506579,2,1101,10/10/2025,6,368.0,0.0
R2535278,2,1032,2025-06-19,2,66.0,0.0
R2511110,3,1017,05/12/2025,1,111.0,0.0
R2521388,4,1077,2025-12-05,2,32.0,0.0
R2515233,4,1048,2025-04-27,4,283.0,0.0
R2502224,4,1023,2025-05-12,4,46.0,0.0
R2539230,1,1066,2025-03-24,2,78.0,0.0
R2513767,3,1042,2025-12-30,1,93.0,0.0
R2519524,1,1060,2025-01-23,1,145.0,0.0
R2535637,2,1073,2025-01-31,1,22.0,0.0
R2518683,4,1094,2025-08-27,2,52.0,0.0
R2519425,2,1032,2025-12-06,2,66.0,0.0
R2538188,4,1036,2025-07-12,6,175.0,0.0
R2522052,1,1032,2025-07-11,1,66.0,0.0
R2519875,2,1094,2025-04-24,2,52.0,0.0
R2513875,3,1094,2025-12-22,1,52.0,0.0
R2507244,2,1032,26/03/2025,2,66.0,0.0
R2520532,5,1032,2025-09-30,2,66.0,0.0
R2536091,3,1044,2025-06-05,2,130.0,0.0
R2510830,5,1073,2025-01-17,3,22.0,0.0
R2529251,4,1087,2025-05-30,1,99.0,0.0
R2506692,3,1073,19/06/2025,1,22.0,0.0
R2525907,2,1053,10/11/2025,2,248.0,0.0
R2532682,2,1017,2025-08-03,2,111.0,0.0
R2510536,3,1031,2025-11-16,6,33.0,0.0
R2509807,3,1073,31/03/2025,3,22.0,0.0
R2507941,3,1072,2025-04-09,3,28.0,0.0
R2505741,3,1023,2025-01-22,2,46.0,0.0
R2521232,3,1095,2025-01-29,1,56.0,
R2500402,3,1068,2025-06-06,1,28.0,0.0
R2531251,4,1032,2025-10-31,6,66.0,0.0
R2526759,3,1017,2025-10-17,1,111.0,0.0
R2536941,3,1077,2025-04-06,4,32.0,0.0
R2535214,1,1086,2025-04-06,1,66.0,0.0
R2523635,4,1013,20/12/2025,1,119.0,0.0
R2538291,5,1017,2025-09-12,1,111.0,0.0
R2500386,2,1094,2025-05-05,2,52.0,0.0
R2534089,3,1049,13/10/2025,3,348.0,0.0
R2515393,4,1032,2025-06-19,1,66.0,0.0
R2533633,3,1077,2025-03-08,1,32.0,0.0
R2515430,4,1038,2025-12-14,1,224.0,0.0
R2501473,3,1084,2025-12-13,3,112.0,0.0
R2509798,1,1094,2025-01-17,2,₹52,0.0
R2506270,2,1096,2025-07-30,1,111.0,0.0
R2510913,4,1022,2025-05-07,3,37.0,0.0
R2536791,3,1113,2025-01-23,1,107.0,0.0
R2500082,2,1073,2025-02-16,3,22.0,0.0
R2527682,1,1100,2025-11-12,6,327.0,0.0
R2503038,1,1118,2025-09-16,2,231.0,0.0
R2502416,3,1054,2025-12-05,1,235.0,0.0
R2528843,3,1113,2025-12-19,1,107.0,0.0
R2531803,3,1076,2025-07-24,1,67.0,0.0
R2518201,4,1017,2025-04-12,4,111.0,0.0
R2533649,3,1016,2025-09-10,4,₹111,0.0
R2532185,3,1030,2025-09-25,3,72.0,0.0
R2517385,2,1074,2025-06-08,6,₹78,0.0
R2516002,4,1017,2025-09-16,1,111.0,0.0
R2506096,4,1017,2025-03-14,4,111.0,0.0
R2510515,4,1091,2025-02-05,1,117.0,0.0
R2520177,4,1051,2025-01-19,1,130.0,
R2513713,4,1090,2025-07-20,2,70.0,0.0
R2528587,2,1084,2025-05-30,4,112.0,0.0
R2529946,2,1044,2025-11-26,2,130.0,0.0
R2506827,2,1079,2025-04-16,6,26.0,0.0
R2507716,4,1049,2025-10-04,2,348.0,0.0
R2527918,1,1032,2025-05-25,6,66.0,0.0
R2527150,3,1032,2025-10-20,1,66.0,0.0
R2538074,1,1036,2025-12-18,1,175.0,0.0
R2533306,1,1017,30/03/2025,4,111.0,0.0
R2512054,2,1044,28/05/2025,2,130.0,0.0
R2534037,2,1078,2025-01-04,4,45.0,0.0
R2503714,2,1075,2025-11-03,4,34.0,0.0
R2516315,2,1094,2025-04-27,1,52.0,0.0
R2505646,3,1050,2025-10-05,3,273.0,0.0
R2506661,2,1032,2025-12-31,2,₹66,0.0
R2509915,2,1074,2025-10-12,2,78.0,0.0
R2518412,5,1083,2025-04-20,2,61.0,0.0
R2507894,1,1077,2025-12-17,1,32.0,0.0
R2531456,3,1084,2025-07-02,2,112.0,0.0
R2521969,3,1098,2025-03-15,1,90.0,0.0
R2515406,1,1074,2025-07-13,2,78.0,0.0
R2538140,4,1113,2025-08-24,1,107.0,0.0
R2504841,3,1073,13/12/2025,2,22.0,0.0
R2508307,3,1094,05/05/2025,6,52.0,0.0
R2530272,1,1030,2025-07-10,4,72.0,0.0
R2522181,2,1094,2025-09-02,2,52.0,0.0
R2536730,5,1017,2025-02-17,1,111.0,0.0
R2525269,3,1022,2025-08-18,4,₹37,0.0
R2521461,4,1094,04/09/2025,1,52.0,0.0
R2511789,4,1074,2025-12-27,6,78.0,0.0
R2538339,3,1068,2025-05-15,1,28.0,0.0
R2504767,2,1114,2025-09-08,2,89.0,0.0
R2533174,4,1076,2025-03-22,3,67.0,0.0
R2519948,4,1074,2025-10-10,1,78.0,0.0
R2524759,4,1015,2025-10-26,6,132.0,0.0
R2518378,3,1073,2025-08-28,2,₹22,0.0
R2518405,1,1073,2025-03-09,6,22.0,0.0
R2509670,5,1077,2025-02-26,1,32.0,0.0
R2525729,5,1017,2025-06-08,4,111.0,0.0
R2536517,4,1094,2025-09-06,1,52.0,0.0
R2518335,5,1044,2025-04-25,1,130.0,0.0
R2531639,3,1076,2025-09-03,1,67.0,0.0
R2517536,2,1046,15/03/2025,2,292.0,0.0
R2520041,4,1094,2025-09-08,1,₹52,0.0
R2515915,1,1085,2025-07-27,1,114.0,0.0
R2508494,3,1107,2025-10-17,3,337.0,0.0
R2517505,5,1032,2025-04-20,2,66.0,0.0
R2501697,5,1053,2025-04-25,3,248.0,0.0
R2519862,5,1017,19/09/2025,2,111.0,0.0
R2511493,5,1036,09/01/2025,1,175.0,0.0
R2529252,4,1017,17/02/2025,1,111.0,0.0
R2537215,1,1032,2025-07-16,3,₹66,0.0
R2507292,2,1077,2025-04-24,2,32.0,0.0
R2532081,5,1014,2025-04-13,6,49.0,0.0
R2518239,1,1063,2025-02-19,1,76.0,0.0
R2527522,2,1076,2025-03-11,6,67.0,0.0
R2524973,4,1055,2025-11-02,1,320.0,0.0
R2538271,3,1094,2025-11-03,2,52.0,0.0
R2518644,4,1094,2025-09-10,1,52.0,0.0
R2528642,4,1077,2025-08-10,6,32.0,0.0
R2530908,3,1017,2025-03-03,1,111.0,0.0
R2535538,5,1030,2025-09-21,4,₹72,0.0
R2525766,5,1076,2025-01-25,6,67.0,0.0
R2531231,1,1109,04/09/2025,3,352.0,0.0
R2500137,5,1077,2025-05-15,1,32.0,0.0
R2537036,2,1017,2025-03-09,4,111.0,0.0
R2515891,4,1110,2025-05-26,6,385.0,0.0
R2538506,4,1113,2025-11-15,4,107.0,0.0
R2506120,4,1044,2025-04-20,1,130.0,0.0
R2537902,1,1093,09/07/2025,1,42.0,0.0
R2529402,2,1088,2025-08-04,3,40.0,0.0
R2535499,2,1094,2025-01-08,1,₹52,0.0
R2539524,4,1077,21/07/2025,3,32.0,0.0
R2522255,3,1044,2025-02-16,2,130.0,0.0
R2504048,1,1054,2025-05-25,3,235.0,0.0
R2517450,1,1076,27/09/2025,4,67.0,0.0
R2516976,4,1001,2025-07-24,6,36.0,0.0
R2532050,4,1026,2025-02-20,2,83.0,0.0
R2526072,5,1003,10/12/2025,4,82.0,0.0
R2532087,1,1094,2025-11-29,1,52.0,0.0
R2500615,1,1086,2025-06-26,1,66.0,0.0
R2520959,4,1077,2025-06-20,1,32.0,0.0
R2532838,4,1104,2025-01-17,1,209.0,0.0
R2522767,2,1070,2025-08-10,6,48.0,0.0
R2508986,4,1046,2025-07-29,3,292.0,0.0
R2505445,3,1079,2025-12-05,1,26.0,0.0
R2521447,2,1093,17/04/2025,1,42.0,0.0
R2536664,2,1044,2025-06-23,3,130.0,0.0
R2530959,3,1046,2025-10-23,3,292.0,0.0
R2503244,4,1113,2025-10-03,2,107.0,0.0
R2520632,4,1032,2025-03-19,2,66.0,0.0
R2537797,2,1076,2025-06-16,2,67.0,0.0
R2525122,2,1032,2025-03-14,1,66.0,0.0
R2527383,4,1086,2025-04-19,1,66.0,0.0
R2509791,4,1013,22/11/2025,6,119.0,0.0
R2516735,2,1076,2025-10-25,2,67.0,0.0
R2513240,3,1076,2025-05-12,2,67.0,0.0
R2507403,4,1032,04/03/2025,3,66.0,0.0
R2528380,4,1077,25/10/2025,4,32.0,0.0
R2508653,4,1079,2025-01-31,1,26.0,0.0
R2530856,5,1094,2025-01-30,2,52.0,0.0
R2527915,3,1058,2025-04-15,2,114.0,0.0
R2522548,3,1049,2025-07-16,1,348.0,0.0
R2522146,1,1049,2025-07-05,2,348.0,0.0
R2517395,2,1091,08/10/2025,2,₹117,0.0
R2533485,3,1094,2025-03-12,2,52.0,0.0
R2520545,3,1026,2025-10-31,6,83.0,0.0
R2522393,2,1077,2025-09-21,2,32.0,0.0
R2521837,1,1051,2025-09-09,1,130.0,0.0
R2500232,2,1074,25/05/2025,2,78.0,0.0
R2510970,2,1049,2025-07-27,2,348.0,0.0
R2536807,4,1053,02/08/2025,1,248.0,0.0
R2525961,4,1094,2025-09-25,6,52.0,0.0
R2503888,4,1032,28/12/2025,1,66.0,0.0
R2507707,3,1104,2025-02-24,1,209.0,0.0
R2515177,2,1001,2025-08-21,1,36.0,0.0
R2512640,4,1076,2025-11-11,2,67.0,0.0
R2534568,2,1017,2025-03-27,2,111.0,0.0
R2516110,4,1094,2025-10-21,1,52.0,0.0
R2501906,4,1004,2025-04-10,1,66.0,0.0
R2500900,2,1082,2025-02-03,2,66.0,0.0
R2519119,4,1008,2025-02-25,3,136.0,0.0
R2507783,4,1032,2025-03-20,3,66.0,0.0
R2531807,1,1003,15/07/2025,6,82.0,0.0
R2509483,5,1076,2025-11-11,2,67.0,0.0
R2503856,4,1032,2025-10-26,2,66.0,0.0
R2513166,4,1077,03/12/2025,3,32.0,0.0
R2505907,3,1054,2025-08-03,4,235.0,0.0
R2522721,2,1017,2025-11-09,6,111.0,0.0
R2503135,2,1111,2025-10-16,1,234.0,0.0
R2534994,4,1094,2025-12-13,3,52.0,0.0
R2536364,2,1120,2025-10-05,2,209.0,0.0
R2529202,1,1113,2025-11-13,3,107.0,0.0
R2502890,5,1032,2025-02-27,1,66.0,0.0
R2518311,1,1094,19/06/2025,2,52.0,0.0
R2531746,1,1032,2025-03-09,2,66.0,0.0
R2534644,3,1077,2025-01-11,1,32.0,0.0
R2528082,4,1032,27/05/2025,3,66.0,0.0
R2526307,3,1079,2025-06-19,2,26.0,0.0
R2526506,2,1091,2025-12-19,3,117.0,0.0
R2533710,1,1077,2025-08-13,2,₹32,0.0
R2508998,4,1120,28/05/2025,2,209.0,0.0
R2519977,2,1017,2025-11-01,1,111.0,0.0
R2512947,2,1048,2025-05-30,2,₹283,0.0
R2506998,4,1113,2025-02-03,4,107.0,0.0
R2537657,5,1120,2025-01-20,6,209.0,0.0
R2535253,3,1094,03/01/2025,6,52.0,0.0
R2512763,5,1046,2025-06-13,6,292.0,0.0
R2538395,3,1087,2025-02-02,6,99.0,0.0
R2530743,4,1084,2025-09-08,4,112.0,0.0
R2501614,3,1017,2025-07-24,4,111.0,0.0
R2524384,3,1023,2025-09-28,3,46.0,0.0
R2500575,1,1061,2025-12-08,2,313.0,0.0
R2527001,4,1032,2025-12-19,2,66.0,0.0
R2519888,4,1079,2025-11-02,4,26.0,0.0
R2514867,4,1113,2025-02-14,1,107.0,0.0
R2537418,4,1064,2025-04-25,1,₹24,0.0
R2515714,2,1046,2025-09-06,1,292.0,0.0
R2510526,3,1049,2025-01-30,3,348.0,0.0
R2532537,2,1044,2025-07-28,4,130.0,0.0
R2513922,3,1116,2025-04-01,1,313.0,0.0
R2539661,2,1044,2025-05-03,6,130.0,0.0
R2530583,1,1004,2025-03-05,1,66.0,0.0
R2510808,5,1017,2025-12-16,1,111.0,0.0
R2521637,3,1014,2025-10-16,4,49.0,0.0
R2530418,4,1071,2025-08-19,1,79.0,0.0
R2502088,1,1001,2025-06-20,1,36.0,0.0
R2509900,2,1109,2025-05-12,6,352.0,0.0
R2532207,4,1017,2025-08-19,1,111.0,0.0
R2526006,1,1077,2025-03-02,1,32.0,0.0
R2520231,3,1098,2025-05-26,1,90.0,0.0
R2537056,4,1114,2025-01-23,2,89.0,0.0
R2508750,3,1023,2025-03-26,6,46.0,0.0
R2524412,3,1032,2025-11-25,1,66.0,0.0
R2539577,5,1086,2025-05-29,1,66.0,0.0
R2500441,3,1032,15/11/2025,1,66.0,0.0
R2528717,5,1073,2025-08-10,4,22.0,0.0
R2536884,4,1079,2025-09-16,1,26.0,0.0
R2510345,5,1101,2025-06-13,1,368.0,0.0
R2514965,4,1003,2025-10-29,2,82.0,0.0
R2532823,1,1032,30/08/2025,2,66.0,0.0
R2506162,4,1023,23/10/2025,2,46.0,0.0
R2512988,1,1077,13/11/2025,6,32.0,0.0
R2520064,2,1077,2025-07-05,1,32.0,0.0
R2511253,2,1073,2025-01-25,1,22.0,0.0
R2509819,4,1073,2025-03-21,4,22.0,0.0
R2505686,2,1028,2025-06-22,1,68.0,0.0
R2537012,5,1120,2025-01-08,6,209.0,0.0
R2503784,3,1077,2025-03-20,2,32.0,0.0
R2532859,4,1115,2025-08-15,3,₹198,0.0
R2517113,1,1074,2025-02-25,2,78.0,0.0
R2536727,5,1031,11/04/2025,1,33.0,0.0
R2504635,1,1026,2025-04-19,1,83.0,0.0
R2516977,5,1073,2025-01-04,1,22.0,0.0
R2517367,2,1108,2025-05-15,2,135.0,0.0
R2537751,4,1067,2025-04-07,1,44.0,0.0
R2501731,2,1015,2025-05-08,2,132.0,0.0
R2505400,4,1014,2025-09-02,4,49.0,0.0
R2507866,3,1079,2025-02-24,3,26.0,0.0
R2512898,1,1049,2025-09-16,4,348.0,0.0
R2517191,4,1115,2025-02-23,2,198.0,0.0
R2531732,3,1077,2025-08-23,3,32.0,0.0
R2502548,4,1003,2025-01-18,2,82.0,0.0
R2505712,1,1017,10/03/2025,3,111.0,0.0
R2523714,2,1013,2025-07-29,6,119.0,0.0
R2510118,4,1017,30/01/2025,2,111.0,0.0
R2506177,4,1116,2025-08-13,1,313.0,0.0
R2536551,1,1094,2025-09-03,1,52.0,0.0
R2503881,4,1094,2025-02-04,1,52.0,0.0
R2526058,3,1120,2025-09-02,1,209.0,0.0
R2537343,3,1076,2025-09-12,6,67.0,0.0
R2525333,2,1094,2025-12-11,2,52.0,0.0
R2530062,2,1074,2025-11-17,1,78.0,0.0
R2603008,4,1073,2025-09-20,6,22.0,25.0
R2513085,3,1017,2025-11-01,2,111.0,0.0
R2533966,4,1045,2025-04-26,3,187.0,0.0
R2511476,4,1038,2025-03-02,3,224.0,0.0
R2510251,4,1017,2025-07-27,1,111.0,0.0
R2536942,4,1077,2025-10-03,1,32.0,0.0
R2507913,2,1077,2025-10-24,2,32.0,0.0
R2504076,4,1087,2025-09-04,3,99.0,0.0
R2510670,2,1004,2025-08-03,3,66.0,0.0
R2536925,4,1077,2025-10-14,3,32.0,0.0
R2507388,4,1017,2025-04-12,3,111.0,0.0
R2528423,3,1077,2025-04-19,2,32.0,0.0
R2536322,5,1060,2025-09-12,6,145.0,0.0
